45202020 46201520 47207020 |{2, 3, 7, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21, 23}
45202020 46202520 46203010 |{1, 2, 3, 5, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21, 23}
45202020 46202520 46205010 |{1, 2, 3, 5, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20}
45202020 46202520 46212010 |{1, 2, 3, 5, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 25}
45202020 46202520 46220010 |{1, 2, 3, 5, 8, 10, 11, 12, 13, 14, 16, 17, 19, 20, 21}
45202020 46202520 47207020 |{1, 2, 3, 5, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21, 23}
45202020 46203010 46205010 |{1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20}
45202020 46203010 46212010 |{1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21, 23, 24}
45202020 46203010 46220010 |{1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 16, 17, 20, 21}
45202020 46203010 47207020 |{1, 2, 3, 4, 5, 6, 7, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21, 23}
45202020 46203010 47301950 |{1, 2, 4, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 18, 20, 21}
45202020 46205010 46212010 |{1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20}
45202020 46205010 46220010 |{1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 16, 17, 20}
45202020 46205010 47207020 |{1, 2, 3, 4, 5, 6, 7, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20}
45202020 46205010 47301950 |{1, 2, 4, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 18, 20}
45202020 46212010 46220010 |{1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 16, 17, 19, 20, 21}
45202020 46212010 47207020 |{1, 2, 3, 4, 5, 6, 7, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21, 23}
45202020 46212010 47301950 |{1, 2, 4, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 18, 20, 21, 22}
45202020 46220010 47207020 |{1, 2, 3, 4, 5, 6, 7, 10, 11, 12, 13, 14, 16, 17, 20, 21}
45202020 47207020 47301950 |{1, 2, 4, 6, 7, 10, 11, 12, 13, 14, 15, 16, 18, 20, 21}
45202510 46201010 46212010 |{5, 6, 8, 9, 10, 11, 12, 15, 18, 19, 20, 21, 22, 23, 24}
45202510 46201130 46212010 |{2, 3, 6, 7, 8, 9, 10, 11, 12, 15, 18, 19, 20, 21, 22, 23}
45202510 46201520 46202520 |{2, 3, 8, 10, 11, 12, 13, 14, 15, 18, 19, 20, 21, 22, 23}
45202510 46201520 46212010 |{2, 3, 7, 8, 10, 11, 12, 13, 14, 15, 18, 19, 20, 21, 22, 23}
45202510 46202520 46203010 |{2, 3, 5, 8, 9, 10, 11, 12, 13, 14, 15, 18, 20, 21, 23}
45202510 46202520 46212010 |{2, 3, 5, 8, 9, 10, 11, 12, 13, 14, 15, 18, 19, 20, 21, 22, 23, 25}
45202510 46203010 46205010 |{2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 18, 20}
45202510 46203010 46212010 |{2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 18, 20, 21, 23, 24}
45202510 46203010 46220010 |{2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 20, 21}
45202510 46203010 47207020 |{2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 18, 20, 21, 23}
45202510 46203010 47301950 |{2, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 18, 20, 21}
45202510 46205010 46212010 |{2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 18, 20}
45202510 46205010 47207020 |{2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 18, 20}
45202510 46212010 46220010 |{2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 19, 20, 21}
45202510 46212010 47207020 |{2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 18, 20, 21, 23}
45202510 46212010 47301950 |{2, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 18, 20, 21, 22}
46201010 46201130 46212010 |{6, 8, 9, 10, 11, 12, 15, 16, 17, 18, 19, 20, 21, 22, 23}
46201010 46202520 46212010 |{5, 8, 9, 10, 11, 12, 15, 16, 17, 18, 19, 20, 21, 22, 23}
46201010 46203010 46212010 |{5, 6, 8, 9, 10, 11, 12, 15, 16, 17, 18, 20, 21, 23, 24}
46201130 46201520 46202520 |{2, 3, 8, 10, 11, 12, 15, 16, 17, 18, 19, 20, 21, 22, 23}
46201130 46201520 46212010 |{2, 3, 7, 8, 10, 11, 12, 15, 16, 17, 18, 19, 20, 21, 22, 23}
46201130 46202520 46203010 |{1, 2, 3, 8, 9, 10, 11, 12, 15, 16, 17, 18, 20, 21, 23}
46201130 46202520 46212010 |{1, 2, 3, 8, 9, 10, 11, 12, 15, 16, 17, 18, 19, 20, 21, 22, 23}
46201130 46203010 46205010 |{1, 2, 3, 6, 7, 8, 9, 10, 11, 12, 15, 16, 17, 18, 20}
46201130 46203010 46212010 |{1, 2, 3, 6, 7, 8, 9, 10, 11, 12, 15, 16, 17, 18, 20, 21, 23}
46201130 46203010 47207020 |{1, 2, 3, 6, 7, 9, 10, 11, 12, 15, 16, 17, 18, 20, 21, 23}
46201130 46205010 46212010 |{1, 2, 3, 6, 7, 8, 9, 10, 11, 12, 15, 16, 17, 18, 20}
46201130 46212010 46220010 |{1, 2, 3, 6, 7, 8, 9, 10, 11, 12, 16, 17, 19, 20, 21}
46201130 46212010 47207020 |{1, 2, 3, 6, 7, 9, 10, 11, 12, 15, 16, 17, 18, 20, 21, 23}
46201130 46212010 47301950 |{1, 2, 6, 7, 8, 9, 10, 11, 12, 15, 16, 18, 20, 21, 22}
46201520 46202520 46203010 |{2, 3, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21, 23}
46201520 46202520 46212010 |{2, 3, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23}
46201520 46203010 46212010 |{2, 3, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21, 23}
46201520 46203010 47207020 |{2, 3, 7, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21, 23}
46201520 46212010 47207020 |{2, 3, 7, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21, 23}
46202520 46203010 46205010 |{1, 2, 3, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20}
46202520 46203010 46212010 |{1, 2, 3, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21, 23}
46202520 46203010 46220010 |{1, 2, 3, 5, 8, 9, 10, 11, 12, 13, 14, 16, 17, 20, 21}
46202520 46203010 47207020 |{1, 2, 3, 5, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21, 23}
46202520 46205010 46212010 |{1, 2, 3, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20}
46202520 46205010 47207020 |{1, 2, 3, 5, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20}
46202520 46212010 46220010 |{1, 2, 3, 5, 8, 9, 10, 11, 12, 13, 14, 16, 17, 19, 20, 21}
46202520 46212010 47207020 |{1, 2, 3, 5, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21, 23}
46202520 46212010 47301950 |{1, 2, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 20, 21, 22}
46203010 46205010 46212010 |{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20}
46203010 46205010 46220010 |{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 20}
46203010 46205010 47206020 |{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15}
46203010 46205010 47207020 |{1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20}
46203010 46205010 47301950 |{1, 2, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 20}
46203010 46212010 46220010 |{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 20, 21}
46203010 46212010 47206020 |{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15}
46203010 46212010 47207020 |{1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21, 23}
46203010 46212010 47301950 |{1, 2, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 20, 21}
46203010 46220010 47207020 |{1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 16, 17, 20, 21}
46203010 46220010 47301950 |{1, 2, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 20, 21}
46203010 47207020 47301950 |{1, 2, 4, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 18, 20, 21}
46205010 46212010 46220010 |{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 20}
46205010 46212010 47206020 |{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15}
46205010 46212010 47207020 |{1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20}
46205010 46212010 47301950 |{1, 2, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 20}
46205010 46220010 47207020 |{1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 16, 17, 20}
46205010 47207020 47301950 |{1, 2, 4, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 18, 20}
46212010 46220010 47207020 |{1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 16, 17, 20, 21}
46212010 46220010 47301950 |{1, 2, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 20, 21}
46212010 47207020 47301950 |{1, 2, 4, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 18, 20, 21}
12219030 45202020 46203010 46205010 |{2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17}
12219030 45202020 46203010 46212010 |{2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17}
12219030 45202020 46205010 46212010 |{2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17}
12219030 46203010 46205010 46212010 |{2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17}
43201140 43201190 43201510 46203010 |{2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18}
43201140 43201190 43201510 46205010 |{2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18}
43201140 43201190 43201510 46212010 |{2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18}
43201140 43201190 46203010 46205010 |{2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18}
43201140 43201190 46203010 46212010 |{2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18}
43201140 43201190 46205010 46212010 |{2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18}
43201140 43201510 45202020 46203010 |{1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 16, 18}
43201140 43201510 45202020 46205010 |{1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 16, 18}
43201140 43201510 45202020 46212010 |{1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 16, 18}
43201140 43201510 46203010 46205010 |{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18}
43201140 43201510 46203010 46212010 |{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18}
43201140 43201510 46203010 46220010 |{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16}
43201140 43201510 46203010 47207020 |{1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 16, 18}
43201140 43201510 46205010 46212010 |{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18}
43201140 43201510 46205010 46220010 |{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16}
43201140 43201510 46205010 47207020 |{1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 16, 18}
43201140 43201510 46212010 46220010 |{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16}
43201140 43201510 46212010 47207020 |{1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 16, 18}
43201140 45202020 46203010 46205010 |{1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 16, 18}
43201140 45202020 46203010 46212010 |{1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 16, 18}
43201140 45202020 46205010 46212010 |{1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 16, 18}
43201140 46203010 46205010 46212010 |{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18}
43201140 46203010 46205010 46220010 |{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16}
43201140 46203010 46205010 47207020 |{1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 16, 18}
43201140 46203010 46212010 46220010 |{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16}
43201140 46203010 46212010 47207020 |{1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 16, 18}
43201140 46205010 46212010 46220010 |{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16}
43201140 46205010 46212010 47207020 |{1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 16, 18}
43201190 43201510 45202020 46203010 |{2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 16, 18, 24}
43201190 43201510 45202020 46212010 |{2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 16, 18, 24}
43201190 43201510 45202510 46203010 |{2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 18, 24}
43201190 43201510 45202510 46212010 |{2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 18, 24}
43201190 43201510 46203010 46205010 |{2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18}
43201190 43201510 46203010 46212010 |{2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18, 24}
43201190 43201510 46205010 46212010 |{2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18}
43201190 45202020 45202510 46203010 |{2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 18, 20, 21, 24}
43201190 45202020 45202510 46205010 |{2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 18, 20}
43201190 45202020 45202510 46212010 |{2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 18, 19, 20, 21, 24}
43201190 45202020 45202510 46220010 |{2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 19, 20, 21}
43201190 45202020 45202510 47207020 |{2, 3, 4, 5, 6, 7, 10, 11, 12, 13, 14, 15, 18, 20, 21}
43201190 45202020 46201520 46212010 |{2, 3, 7, 8, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 21}
43201190 45202020 46202520 46212010 |{2, 3, 5, 8, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20, 21}
43201190 45202020 46203010 46205010 |{2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 18, 20}
43201190 45202020 46203010 46212010 |{2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 18, 20, 21, 24}
43201190 45202020 46203010 46220010 |{2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 16, 20, 21}
43201190 45202020 46203010 47207020 |{2, 3, 4, 5, 6, 7, 10, 11, 12, 13, 14, 15, 16, 18, 20, 21}
43201190 45202020 46203010 47301950 |{2, 4, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 18, 20, 21}
43201190 45202020 46205010 46212010 |{2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 18, 20}
43201190 45202020 46205010 47207020 |{2, 3, 4, 5, 6, 7, 10, 11, 12, 13, 14, 15, 16, 18, 20}
43201190 45202020 46212010 46220010 |{2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 16, 19, 20, 21}
43201190 45202020 46212010 47207020 |{2, 3, 4, 5, 6, 7, 10, 11, 12, 13, 14, 15, 16, 18, 20, 21}
43201190 45202020 46212010 47301950 |{2, 4, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 18, 20, 21}
43201190 45202510 46202520 46212010 |{2, 3, 5, 8, 9, 10, 11, 12, 13, 14, 15, 18, 19, 20, 21}
43201190 45202510 46203010 46205010 |{2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 18, 20}
43201190 45202510 46203010 46212010 |{2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 18, 20, 21, 24}
43201190 45202510 46203010 46220010 |{2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 20, 21}
43201190 45202510 46203010 47207020 |{2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 18, 20, 21}
43201190 45202510 46203010 47301950 |{2, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 18, 20, 21}
43201190 45202510 46205010 46212010 |{2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 18, 20}
43201190 45202510 46205010 47207020 |{2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 18, 20}
43201190 45202510 46212010 46220010 |{2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 19, 20, 21}
43201190 45202510 46212010 47207020 |{2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 18, 20, 21}
43201190 45202510 46212010 47301950 |{2, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 18, 20, 21}
43201190 46202520 46203010 46212010 |{2, 3, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 20, 21}
43201190 46203010 46205010 46212010 |{2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 20}
43201190 46203010 46205010 46220010 |{2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 20}
43201190 46203010 46205010 47207020 |{2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 18, 20}
43201190 46203010 46205010 47301950 |{2, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 20}
43201190 46203010 46212010 46220010 |{2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 20, 21}
43201190 46203010 46212010 47207020 |{2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 18, 20, 21}
43201190 46203010 46212010 47301950 |{2, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 20, 21}
43201190 46203010 46220010 47207020 |{2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 16, 20, 21}
43201190 46203010 47207020 47301950 |{2, 4, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 18, 20, 21}
43201190 46205010 46212010 46220010 |{2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 20}
43201190 46205010 46212010 47207020 |{2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 18, 20}
43201190 46205010 46212010 47301950 |{2, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 20}
43201190 46212010 46220010 47207020 |{2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 16, 20, 21}
43201190 46212010 47207020 47301950 |{2, 4, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 18, 20, 21}
43201510 45202020 45202510 46212010 |{2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 18, 24, 28}
43201510 45202020 46203010 46205010 |{1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 16, 17, 18}
43201510 45202020 46203010 46212010 |{1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 16, 17, 18, 24}
43201510 45202020 46203010 46220010 |{1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 16, 17}
43201510 45202020 46203010 47207020 |{1, 2, 3, 4, 5, 6, 7, 10, 11, 12, 13, 14, 16, 17, 18}
43201510 45202020 46205010 46212010 |{1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 16, 17, 18}
43201510 45202020 46205010 46220010 |{1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 16, 17}
43201510 45202020 46205010 47207020 |{1, 2, 3, 4, 5, 6, 7, 10, 11, 12, 13, 14, 16, 17, 18}
43201510 45202020 46212010 46220010 |{1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 16, 17}
43201510 45202020 46212010 47207020 |{1, 2, 3, 4, 5, 6, 7, 10, 11, 12, 13, 14, 16, 17, 18}
43201510 45202510 46203010 46212010 |{2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 18, 24}
43201510 46203010 46205010 46212010 |{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18}
43201510 46203010 46205010 46220010 |{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17}
43201510 46203010 46205010 47207020 |{1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 16, 17, 18}
43201510 46203010 46212010 46220010 |{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17}
43201510 46203010 46212010 47207020 |{1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 16, 17, 18}
43201510 46203010 46220010 47207020 |{1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 16, 17}
43201510 46205010 46212010 46220010 |{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17}
43201510 46205010 46212010 47207020 |{1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 16, 17, 18}
43201510 46205010 46220010 47207020 |{1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 16, 17}
43201510 46212010 46220010 47207020 |{1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 16, 17}
45202020 45202510 46201130 46212010 |{2, 3, 6, 7, 8, 10, 11, 12, 15, 18, 19, 20, 21, 22, 23}
45202020 45202510 46201520 46202520 |{2, 3, 8, 10, 11, 12, 13, 14, 15, 18, 19, 20, 21, 22, 23}
45202020 45202510 46201520 46212010 |{2, 3, 7, 8, 10, 11, 12, 13, 14, 15, 18, 19, 20, 21, 22, 23}
45202020 45202510 46202520 46212010 |{2, 3, 5, 8, 10, 11, 12, 13, 14, 15, 18, 19, 20, 21, 22, 23, 25}
45202020 45202510 46203010 46205010 |{2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 18, 20}
45202020 45202510 46203010 46212010 |{2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 18, 20, 21, 23, 24}
45202020 45202510 46203010 47207020 |{2, 3, 4, 5, 6, 7, 10, 11, 12, 13, 14, 15, 18, 20, 21, 23}
45202020 45202510 46205010 46212010 |{2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 18, 20}
45202020 45202510 46212010 46220010 |{2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 19, 20, 21}
45202020 45202510 46212010 47207020 |{2, 3, 4, 5, 6, 7, 10, 11, 12, 13, 14, 15, 18, 20, 21, 23}
45202020 45202510 46212010 47301950 |{2, 4, 6, 7, 8, 10, 11, 12, 13, 14, 15, 18, 20, 21, 22}
45202020 46201130 46201520 46202520 |{2, 3, 8, 10, 11, 12, 15, 16, 17, 18, 19, 20, 21, 22, 23}
45202020 46201130 46201520 46212010 |{2, 3, 7, 8, 10, 11, 12, 15, 16, 17, 18, 19, 20, 21, 22, 23}
45202020 46201130 46202520 46212010 |{1, 2, 3, 8, 10, 11, 12, 15, 16, 17, 18, 19, 20, 21, 22, 23}
45202020 46201130 46203010 46212010 |{1, 2, 3, 6, 7, 8, 10, 11, 12, 15, 16, 17, 18, 20, 21, 23}
45202020 46201130 46203010 47207020 |{1, 2, 3, 6, 7, 10, 11, 12, 15, 16, 17, 18, 20, 21, 23}
45202020 46201130 46212010 47207020 |{1, 2, 3, 6, 7, 10, 11, 12, 15, 16, 17, 18, 20, 21, 23}
45202020 46201520 46202520 46203010 |{2, 3, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21, 23}
45202020 46201520 46202520 46212010 |{2, 3, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23}
45202020 46201520 46203010 46212010 |{2, 3, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21, 23}
45202020 46201520 46203010 47207020 |{2, 3, 7, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21, 23}
45202020 46201520 46212010 47207020 |{2, 3, 7, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21, 23}
45202020 46202520 46203010 46205010 |{1, 2, 3, 5, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20}
45202020 46202520 46203010 46212010 |{1, 2, 3, 5, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21, 23}
45202020 46202520 46203010 47207020 |{1, 2, 3, 5, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21, 23}
45202020 46202520 46205010 46212010 |{1, 2, 3, 5, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20}
45202020 46202520 46212010 46220010 |{1, 2, 3, 5, 8, 10, 11, 12, 13, 14, 16, 17, 19, 20, 21}
45202020 46202520 46212010 47207020 |{1, 2, 3, 5, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21, 23}
45202020 46203010 46205010 46212010 |{1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20}
45202020 46203010 46205010 46220010 |{1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 16, 17, 20}
45202020 46203010 46205010 47207020 |{1, 2, 3, 4, 5, 6, 7, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20}
